"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-MMU-5617833","Cilium Assembly","78/2260","198/8772",1.47250014817169e-05,0.000196397097684718,0.000167077938890294,"Nek2/Haus1/Plk4/Cdk1/Plk1/Haus3/Tubg1/Nde1/Kif3a/Cep192/Haus4/Haus6/Haus8/Cdk5rap2/Arl6/Haus7/Haus5/Ttc21b/Cep152/Prkar2b/Cep89/Ift27/Tuba1a/Cep70/Ckap5/Hdac6/Tuba4a/Cc2d2a/Cep41/Nedd1/Cct4/Haus2/Tubb2a/Tuba1b/Ccp110/Tubb5/Ift172/Kif3c/Kif3b/Wdr34/Odf2/Rp2/Tubb2b/Cetn2/Dynll1/Cep57/Bbs10/Ywhag/Ift74/Ift88/Pafah1b1/Ttc8/Exoc1/Ift57/Exoc8/Pcm1/Ift20/Hsp90aa1/Pcnt/Tcp1/Fgfr1op/Mark4/Exoc4/Sclt1/Tnpo1/Cep131/Cep72/Cep76/Smo/Pde6d/Ift80/Cntrl/Trip11/Cep250/Bbs9/Wdr35/Atat1/Hspb11",78
"R-MMU-170822","Regulation of Glucokinase by Glucokinase Regulatory Protein","19/2260","30/8772",1.5727704404861e-05,0.000207081441330669,0.000176167269312208,"Ndc1/Aaas/Nup85/Nup35/Nup62/Nup43/Nup37/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Nup188/Ranbp2/Nup88/Nup153/Nup54/Nup50",19
"R-MMU-4570464","SUMOylation of RNA binding proteins","25/2260","45/8772",1.97865896189116e-05,0.000256172882768308,0.000217930090398909,"Ndc1/Aaas/Nop58/Nup85/Nup35/Nup62/Nup43/Nup37/Scmh1/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Nup188/Ube2i/Ranbp2/Cbx2/Bmi1/Nup88/Nup153/Nup54/Nup50/Sumo1",25
"R-MMU-159234","Transport of Mature mRNAs Derived from Intronless Transcripts","23/2260","40/8772",1.99550444220688e-05,0.000256172882768308,0.000217930090398909,"Ndc1/Aaas/Nup85/Nup35/Nup62/Nup43/Nup37/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Nup188/Wdr33/Slbp/Ranbp2/Cpsf2/Nup88/Alyref/Nup153/Nup54/Nup50",23
"R-MMU-6782210","Gap-filling DNA repair synthesis and ligation in TC-NER","31/2260","61/8772",2.30144012900327e-05,0.000291799878084735,0.000248238506442198,"Rfc4/Pole/Pold2/Lig1/Pold1/Rfc5/Hmgn1/Isy1/Pcna/Rfc3/Rfc1/Pole2/Rpa1/Rpa3/Rfc2/Usp7/Ercc3/Xrcc1/Prpf19/Pole3/Pold4/Polk/Gtf2h4/Mnat1/Pole4/Ccnh/Ubc/Ercc8/Zfp830/Pold3/Polr2a",31
"R-MMU-159227","Transport of the SLBP independent Mature mRNA","20/2260","33/8772",2.40755875649373e-05,0.00030153205401452,0.000256517813593042,"Ndc1/Aaas/Nup85/Nup35/Nup62/Nup43/Nup37/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Nup188/Ranbp2/Nup88/Alyref/Nup153/Nup54/Nup50",20
"R-MMU-983231","Factors involved in megakaryocyte development and platelet production","52/2260","121/8772",2.56298477662717e-05,0.00031713076693929,0.000269787871223913,"Racgap1/Cenpe/Kif22/Kif4/Kif2c/Kif18b/Kif11/Ehd1/Kif20b/Kif20a/Nfe2/Cbx5/Dock4/Carmil1/Dock5/Kif3a/Kif5b/Maff/Jmjd1c/Prkar1a/Ak3/Akap10/Prkar2b/Tuba1a/Sh2b3/Tuba4a/Kif23/Jak2/Tubb2a/Kif18a/Tuba1b/Kif1b/Klc4/Kif3c/Kif3b/Sh2b2/Capzb/Tubb2b/Rbsn/Zfpm1/Kif1c/Ehd2/Rad51b/Phf21a/Kif5a/Hdac2/Rad51c/H3c4/Kif2a/Dock10/Kif21b/Gata2",52
"R-MMU-3371453","Regulation of HSF1-mediated heat shock response","32/2260","64/8772",2.60907282560197e-05,0.000318990213320622,0.000271369729981158,"Hspa1b/Ndc1/Aaas/Atm/Nup85/Nup35/Nup62/Nup43/Hsph1/Rpa1/Rpa3/Hspa4l/Nup37/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Dnajc2/Nup188/Ranbp2/Bag3/Hspa9/Rps19bp1/Bag4/Nup88/Nup153/Nup54/Hspa13/Nup50/Gsk3b",32
"R-MMU-5696399","Global Genome Nucleotide Excision Repair (GG-NER)","36/2260","76/8772",3.77262340627835e-05,0.000455821675087984,0.000387774294391459,"Rfc4/Pole/Pold2/Pold1/Rfc5/Pcna/Rfc3/Rfc1/Pole2/Rpa1/Rpa3/Rfc2/Ruvbl1/Ercc3/Actl6a/Pole3/Ube2i/Parp2/Pold4/Polk/Cops4/Cetn2/Gtf2h4/Mnat1/Pole4/Yy1/Ccnh/Ddb2/Xpc/Ubc/Actr8/Ino80b/Tfpt/Pold3/Sumo1/Bivm",36
"R-MMU-5696398","Nucleotide Excision Repair","45/2260","102/8772",4.05404342009213e-05,0.000484128208422629,0.000411855084293325,"Rfc4/Pole/Pold2/Lig1/Pold1/Rfc5/Hmgn1/Isy1/Pcna/Rfc3/Rfc1/Pole2/Rpa1/Rpa3/Rfc2/Ruvbl1/Usp7/Ercc3/Xrcc1/Prpf19/Actl6a/Pole3/Ube2i/Parp2/Pold4/Polk/Cops4/Cetn2/Gtf2h4/Mnat1/Pole4/Yy1/Ccnh/Ddb2/Xpc/Ubc/Ercc8/Actr8/Ino80b/Tfpt/Zfp830/Pold3/Polr2a/Sumo1/Bivm",45
"R-MMU-159231","Transport of Mature mRNA Derived from an Intronless Transcript","22/2260","39/8772",4.53636224644685e-05,0.000535499313459875,0.00045555724918946,"Ndc1/Aaas/Nup85/Nup35/Nup62/Nup43/Nup37/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Nup188/Wdr33/Ranbp2/Cpsf2/Nup88/Alyref/Nup153/Nup54/Nup50",22
"R-MMU-6811442","Intra-Golgi and retrograde Golgi-to-ER traffic","70/2260","179/8772",5.25294450407757e-05,0.000613042500646326,0.000521524394543587,"Racgap1/Cenpe/Kif22/Kif4/Kif2c/Kif18b/Kif11/Cyth1/Kif20b/Galnt2/Kif20a/Kif3a/Kif5b/Copz2/Vps53/Vamp4/Rab43/Igf2r/Tuba1a/Rab6a/Tmed3/Scoc/Tuba4a/Napb/Kif23/M6pr/Vamp3/Zw10/Pafah1b2/Tubb2a/Surf4/Kif18a/Tuba1b/Kif1b/Klc4/Arf3/Sys1/Kif3c/Kif3b/Pla2g4a/Capzb/Tubb2b/Bnip1/Bicd2/Dctn5/Dynll1/Arfgap3/Vps54/Pafah1b1/Kif1c/Cyth3/Alppl2/Golga4/Plin3/Rab33b/Cog1/Snap29/Rab3gap2/Cog8/Kif5a/Bet1l/Gosr1/Arcn1/Kif2a/Stx5a/Dctn4/Tmed7/Trip11/Kdelr2/Kif21b",70
"R-MMU-69206","G1/S Transition","45/2260","103/8772",5.4259649246458e-05,0.000626119772765307,0.000532649424891308,"Mcm5/Pola1/Prim1/Mcm6/Mcm7/Ccna2/Mcm2/Mcm4/Mcm10/Ccne2/Cks1b/Mcm3/Pole/Ccnd1/Cdc45/Cdc6/Ccne1/Wee1/Prim2/Cdc25a/Cdc7/Pole2/Rpa1/Rpa3/Pola2/Dbf4/Mcm8/Gmnn/Cdk4/Skp2/Orc2/Psmb9/Pole3/Psmd8/Akt2/Psmb3/Cdk2/Psmb10/Mnat1/Orc1/Pole4/Ccnh/Ubc/Psmd11/Psmd5",45
"R-MMU-72203","Processing of Capped Intron-Containing Pre-mRNA","85/2260","227/8772",5.6885714560627e-05,0.000649129209486266,0.000552223895734742,"Ndc1/Isy1/Aaas/Lsm8/Nup85/Srsf7/Nup35/Nup62/Nup43/Ppil1/Gle1/Lsm2/Nup37/Nup160/Nup107/Nup155/Cstf2/Nup214/Lsm3/Rbmx/Nup210/Snrpg/Nup133/Hnrnpa1/Hnrnpa2b1/Ppih/Snrpd2/Prpf19/Nup188/Wdr33/Nxt1/Slbp/Ddx46/Snrpe/Rnps1/Srsf10/Srsf1/Snrnp35/Lsm6/Tra2b/Prpf38a/Nudt21/Snrnp25/Ranbp2/Thoc7/Snrpa1/Lsm4/Srsf3/Sf3a1/Prpf31/Snrnp40/Upf3b/Cpsf2/Hnrnpu/Sf3a3/Ppwd1/Fus/Tfip11/Hnrnpr/Sf3b5/Snw1/Rbm5/Poldip3/Ddx39/Hnrnpl/Prpf4/Rbmxl1/Smndc1/Nup88/Crnkl1/Alyref/Hnrnpd/Nup153/Nup54/Dhx38/Srrm2/Pcbp2/Prpf40a/Cwc25/Slu7/Phf5a/Nup50/Snrpd3/Polr2a/Prcc",85
"R-MMU-191273","Cholesterol biosynthesis","16/2260","25/8772",6.24809916062141e-05,0.000705142619555845,0.000599875338729413,"Dhcr7/Fdps/Cyp51/Lss/Idi1/Pmvk/Fdft1/Tm7sf2/Sc5d/Lbr/Hmgcs1/Mvk/Nsdhl/Msmo1/Hsd17b7/Hmgcr",16
"R-MMU-15869","Metabolism of nucleotides","43/2260","98/8772",6.97873418910986e-05,0.00077903913176259,0.000662740203313637,"Rrm2/Tk1/Entpd1/Dut/Nt5e/Rrm1/Upp1/Dtymk/Ctps/Dck/Gda/Cad/Hprt/Nme4/Paics/Pfas/Ppat/Dnph1/Nudt5/Nudt13/Nudt1/Atic/Tyms/Ak2/Dhodh/Dctd/Glrx/Gmpr/Gpx1/Txn1/Adsl/Adss/Nt5c3/Adprm/Entpd7/Ak1/Uck2/Gart/Guk1/Ak4/Dguok/Ak5/Adal",43
"R-MMU-168643","Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways","24/2260","45/8772",7.05772366812306e-05,0.000779385183565848,0.000663034594741612,"Mefv/Pstpip1/Panx1/Map2k6/Birc3/Pycard/Casp8/P2rx7/Ikbkb/Tnfaip3/Map3k7/Txnip/Casp4/Casp2/Casp9/Itch/Txn1/Mapk14/Ubc/Ikbkg/Ripk2/Cyld/Traf6/Mapk12",24
"R-MMU-70326","Glucose metabolism","37/2260","81/8772",7.86279113355103e-05,0.000859051754697543,0.000730808134473388,"Pck2/Ndc1/Aaas/Slc25a10/Nup85/Pfkl/Pkm/Nup35/Slc25a13/Nup62/Nup43/Hk1/Gnpda1/Eno1/Aldoc/Nup37/Nup160/Mdh1/Aldoa/Nup107/Nup155/Nup214/Nup210/Nup133/Tpi1/Nup188/Hk2/Ranbp2/Gpi1/G6pc3/Got2/Nup88/Slc25a1/Nup153/Nup54/Pfkp/Nup50",37
"R-MMU-70171","Glycolysis","30/2260","62/8772",0.000100963117515447,0.00109146443882489,0.000928525069671149,"Ndc1/Aaas/Nup85/Pfkl/Pkm/Nup35/Nup62/Nup43/Hk1/Gnpda1/Eno1/Aldoc/Nup37/Nup160/Aldoa/Nup107/Nup155/Nup214/Nup210/Nup133/Tpi1/Nup188/Hk2/Ranbp2/Gpi1/Nup88/Nup153/Nup54/Pfkp/Nup50",30
"R-MMU-1852241","Organelle biogenesis and maintenance","83/2260","224/8772",0.000105474357521601,0.0011283558872363,0.00095990917481282,"Acss2/Nek2/Haus1/Plk4/Cdk1/Plk1/Haus3/Tubg1/Nde1/Idh2/Kif3a/Cep192/Haus4/Haus6/Haus8/Cdk5rap2/Arl6/Haus7/Haus5/Ttc21b/Cep152/Prkar2b/Cep89/Ift27/Tuba1a/Cep70/Ckap5/Hdac6/Tuba4a/Sod2/Cc2d2a/Cep41/Nedd1/Cct4/Haus2/Tubb2a/Tuba1b/Ccp110/Tubb5/Ift172/Kif3c/Kif3b/Wdr34/Odf2/Rp2/Tubb2b/Cetn2/Dynll1/Cep57/Bbs10/Ywhag/Ift74/Ift88/Pafah1b1/Ttc8/Exoc1/Ift57/Exoc8/Pcm1/Ift20/Hsp90aa1/Pcnt/Gabpa/Tcp1/Fgfr1op/Mark4/Exoc4/Sclt1/Tnpo1/Cep131/Cep72/Atp5g2/Cep76/Smo/Pde6d/Ift80/Cntrl/Trip11/Cep250/Bbs9/Wdr35/Atat1/Hspb11",83
"R-MMU-6782135","Dual incision in TC-NER","30/2260","63/8772",0.000145732244759627,0.00153986947619475,0.0013099899197885,"Rfc4/Pole/Pold2/Pold1/Rfc5/Hmgn1/Isy1/Pcna/Rfc3/Rfc1/Pole2/Rpa1/Rpa3/Rfc2/Usp7/Ercc3/Prpf19/Pole3/Pold4/Polk/Gtf2h4/Mnat1/Pole4/Ccnh/Ubc/Ercc8/Zfp830/Pold3/Polr2a/Bivm",30
"R-MMU-983189","Kinesins","26/2260","52/8772",0.000146939833171457,0.00153986947619475,0.0013099899197885,"Racgap1/Cenpe/Kif22/Kif4/Kif2c/Kif18b/Kif11/Kif20b/Kif20a/Kif3a/Kif5b/Tuba1a/Tuba4a/Kif23/Tubb2a/Kif18a/Tuba1b/Kif1b/Klc4/Kif3c/Kif3b/Tubb2b/Kif1c/Kif5a/Kif2a/Kif21b",26
"R-MMU-72202","Transport of Mature Transcript to Cytoplasm","35/2260","78/8772",0.000188269823868649,0.00195306170821315,0.00166149871144049,"Ndc1/Aaas/Nup85/Srsf7/Nup35/Nup62/Nup43/Gle1/Nup37/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Nup188/Wdr33/Nxt1/Slbp/Rnps1/Srsf1/Ranbp2/Thoc7/Srsf3/Upf3b/Cpsf2/Poldip3/Ddx39/Nup88/Alyref/Nup153/Nup54/Dhx38/Slu7/Nup50",35
"R-MMU-159236","Transport of Mature mRNA derived from an Intron-Containing Transcript","32/2260","70/8772",0.000230506310815566,0.00235087866286974,0.00199992752542601,"Ndc1/Aaas/Nup85/Srsf7/Nup35/Nup62/Nup43/Gle1/Nup37/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Nup188/Nxt1/Rnps1/Srsf1/Ranbp2/Thoc7/Srsf3/Upf3b/Poldip3/Ddx39/Nup88/Alyref/Nup153/Nup54/Dhx38/Slu7/Nup50",32
"R-MMU-499943","Interconversion of nucleotide di- and triphosphates","16/2260","27/8772",0.000231196441041717,0.00235087866286974,0.00199992752542601,"Rrm2/Dut/Rrm1/Dtymk/Ctps/Nme4/Nudt13/Tyms/Ak2/Dctd/Glrx/Txn1/Ak1/Guk1/Ak4/Ak5",16
"R-MMU-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)","33/2260","73/8772",0.000240070420535047,0.00241717962636758,0.00205633074348905,"Rfc4/Pole/Pold2/Lig1/Pold1/Rfc5/Hmgn1/Isy1/Pcna/Rfc3/Rfc1/Pole2/Rpa1/Rpa3/Rfc2/Usp7/Ercc3/Xrcc1/Prpf19/Pole3/Pold4/Polk/Cops4/Gtf2h4/Mnat1/Pole4/Ccnh/Ubc/Ercc8/Zfp830/Pold3/Polr2a/Bivm",33
"R-MMU-1538133","G0 and Early G1","11/2260","16/8772",0.000374798216975653,0.00363129970598109,0.0030892007953306,"Ccna2/Ccne2/Rbl1/Ccne1/Tfdp1/Rbbp4/Cdk2/Lin54/E2f5/Dyrk1a/Lin52",11
"R-MMU-450513","Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA","11/2260","16/8772",0.000374798216975653,0.00363129970598109,0.0030892007953306,"Exosc8/Dis3/Exosc2/Dcp2/Exosc7/Zfp36/Exosc4/Tnpo1/Dcp1a/Exosc1/Exosc5",11
"R-MMU-5655862","Translesion synthesis by POLK","11/2260","16/8772",0.000374798216975653,0.00363129970598109,0.0030892007953306,"Rfc4/Rfc5/Pcna/Rfc3/Rfc1/Rpa1/Rpa3/Rfc2/Mad2l2/Polk/Ubc",11
"R-MMU-5656121","Translesion synthesis by POLI","11/2260","16/8772",0.000374798216975653,0.00363129970598109,0.0030892007953306,"Rfc4/Rfc5/Pcna/Rfc3/Rfc1/Rpa1/Rpa3/Rfc2/Mad2l2/Poli/Ubc",11
"R-MMU-429914","Deadenylation-dependent mRNA decay","26/2260","55/8772",0.000458384727580456,0.00439963659088905,0.0037428364376958,"Exosc8/Dis3/Ttc37/Lsm2/Dcps/Tut7/Lsm3/Exosc2/Nt5c3b/Ddx6/Dcp2/Exosc7/Cnot7/Lsm6/Cnot6l/Exosc4/Lsm1/Parn/Pan3/Lsm4/Eif4g1/Cnot8/Dcp1a/Exosc1/Eif4a1/Exosc5",26
"R-MMU-168638","NOD1/2 Signaling Pathway","17/2260","31/8772",0.000524440022418446,0.00498703613910874,0.00424254599032466,"Map2k6/Birc3/Casp8/Ikbkb/Tnfaip3/Map3k7/Casp4/Casp2/Casp9/Itch/Mapk14/Ubc/Ikbkg/Ripk2/Cyld/Traf6/Mapk12",17
"R-MMU-3371556","Cellular response to heat stress","35/2260","82/8772",0.00060165118254349,0.00561723422247422,0.00477866489484303,"Hspa1b/Ndc1/Aaas/Atm/Fkbp4/Nup85/Nup35/Nup62/Nup43/Hsph1/Rpa1/Rpa3/Hspa4l/Nup37/Nup160/Nup107/Nup155/Nup214/Hdac6/Nup210/Nup133/Dnajc2/Nup188/Ranbp2/Bag3/Hspa9/Hsp90aa1/Rps19bp1/Bag4/Nup88/Nup153/Nup54/Hspa13/Nup50/Gsk3b",35
"R-MMU-69002","DNA Replication Pre-Initiation","35/2260","82/8772",0.00060165118254349,0.00561723422247422,0.00477866489484303,"Mcm5/Pola1/Prim1/Mcm6/Mcm7/Mcm2/Mcm4/Mcm10/Mcm3/Pole/Cdc45/Cdc6/Prim2/Cdc7/Pole2/Rpa1/Rpa3/Pola2/Dbf4/Mcm8/Gmnn/Orc2/Psmb9/E2f2/Pole3/Psmd8/Psmb3/Cdk2/Psmb10/Orc1/Pole4/Ubc/E2f1/Psmd11/Psmd5",35
"R-MMU-69481","G2/M Checkpoints","61/2260","163/8772",0.000617108747781567,0.00570964580154657,0.00485728080283263,"Mcm5/Mcm6/Mcm7/Mcm2/Clspn/Mcm4/Mcm10/Rfc4/Ccnb2/H2afx/Chek1/Mcm3/Pkmyt1/Cdk1/Rfc5/Brca1/Topbp1/Cdc45/Cdc6/Cdc25c/Blm/Atm/Wee1/Cdc25a/Rfc3/Cdc7/Rbbp8/Gtse1/Rpa1/Rpa3/Rfc2/Dbf4/Exo1/Mcm8/Nsd2/Kat5/Brip1/Chek2/Ywhaz/Hus1/Orc2/Dna2/Nbn/Psmb9/Psmd8/Mre11a/Psmb3/Ywhag/Cdk2/Psmb10/Orc1/Ubc/Rad1/Trp53/Rnf168/Wrn/Psmd11/Ywhaq/Rmi1/Psmd5/Sumo1",61
"R-MMU-69273","Cyclin A/B1/B2 associated events during G2/M transition","13/2260","22/8772",0.000940204074052849,0.00862133557189532,0.00733429869796865,"Ccna2/Ccnb2/Pkmyt1/Cdk1/Plk1/Cdc25c/Wee1/Cdc25a/Cdc25b/Xpo1/Cdk2/Mnat1/Ccnh",13
"R-MMU-110312","Translesion synthesis by REV1","10/2260","15/8772",0.00101694226086774,0.00916140089395766,0.00779374031874633,"Rfc4/Rfc5/Pcna/Rfc3/Rfc1/Rpa1/Rpa3/Rfc2/Mad2l2/Ubc",10
"R-MMU-450604","KSRP (KHSRP) binds and destabilizes mRNA","10/2260","15/8772",0.00101694226086774,0.00916140089395766,0.00779374031874633,"Exosc8/Dis3/Ywhaz/Exosc2/Dcp2/Exosc7/Exosc4/Parn/Exosc1/Exosc5",10
"R-MMU-8856688","Golgi-to-ER retrograde transport","48/2260","125/8772",0.00119384448806529,0.010661550341244,0.00906993981779582,"Racgap1/Cenpe/Kif22/Kif4/Kif2c/Kif18b/Kif11/Kif20b/Galnt2/Kif20a/Kif3a/Kif5b/Copz2/Tuba1a/Rab6a/Tmed3/Tuba4a/Napb/Kif23/Zw10/Pafah1b2/Tubb2a/Surf4/Kif18a/Tuba1b/Kif1b/Klc4/Arf3/Kif3c/Kif3b/Pla2g4a/Capzb/Tubb2b/Bnip1/Bicd2/Dctn5/Dynll1/Arfgap3/Pafah1b1/Kif1c/Rab3gap2/Kif5a/Arcn1/Kif2a/Dctn4/Tmed7/Kdelr2/Kif21b",48
"R-MMU-6811434","COPI-dependent Golgi-to-ER retrograde traffic","37/2260","91/8772",0.00127528593833912,0.0112906780920197,0.00960514817442353,"Racgap1/Cenpe/Kif22/Kif4/Kif2c/Kif18b/Kif11/Kif20b/Kif20a/Kif3a/Kif5b/Copz2/Tuba1a/Tmed3/Tuba4a/Napb/Kif23/Zw10/Tubb2a/Surf4/Kif18a/Tuba1b/Kif1b/Klc4/Arf3/Kif3c/Kif3b/Tubb2b/Bnip1/Arfgap3/Kif1c/Kif5a/Arcn1/Kif2a/Tmed7/Kdelr2/Kif21b",37
"R-MMU-6791312","TP53 Regulates Transcription of Cell Cycle Genes","17/2260","33/8772",0.00133973361183176,0.0117598839260788,0.0100043085723829,"Ccna2/E2f7/Ccne2/Cdk1/Aurka/E2f8/Cdc25c/Plk2/Pcna/Ccne1/Btg2/Npm1/Gadd45a/Cnot7/Cnot6l/Cdk2/Cnot8",17
"R-MMU-176408","Regulation of APC/C activators between G1/S and early anaphase","15/2260","28/8772",0.00153260277519942,0.0132267483204185,0.0112521919806769,"Ccna2/Bub1b/Fbxo5/Mad2l1/Cdc20/Ube2c/Cdk1/Plk1/Anapc15/Anapc5/Cdc23/Fzr1/Anapc11/Cdk2/Cdc27",15
"R-MMU-5357956","TNFR1-induced NFkappaB signaling pathway","15/2260","28/8772",0.00153260277519942,0.0132267483204185,0.0112521919806769,"Birc3/Tradd/Tnf/Ikbkb/Traf1/Tnfaip3/Map3k7/Ubc/Ikbkg/Xiap/Rnf31/Cyld/Usp2/Otud7b/Usp21",15
"R-MMU-4551638","SUMOylation of chromatin organization proteins","28/2260","65/8772",0.00173215264372214,0.0148243397091887,0.0126112867920121,"Ndc1/Aaas/Nup85/Nup35/Nup62/Nup43/Nup37/Scmh1/Nup160/Nup107/Nup155/Nup214/Nup210/Nup133/Nup188/Ube2i/Suz12/Ranbp2/Pias2/Cbx2/L3mbtl2/Bmi1/Nup88/Hdac2/Nup153/Nup54/Nup50/Sumo1",28
"R-MMU-6783310","Fanconi Anemia Pathway","17/2260","34/8772",0.0020430755641611,0.0173408149123426,0.0147520897629727,"Ube2t/Usp1/Fanci/Eme1/Cenps/Fancd2/Rpa1/Rpa3/Fanca/Fancb/Fancl/Cenpx/Fancm/Fancg/Ubc/Dclre1b/Faap24",17
"R-MMU-429958","mRNA decay by 3' to 5' exoribonuclease","10/2260","16/8772",0.00208718233402123,0.017427124040974,0.0148255142253969,"Exosc8/Dis3/Ttc37/Dcps/Exosc2/Nt5c3b/Exosc7/Exosc4/Exosc1/Exosc5",10
"R-MMU-450385","Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA","10/2260","16/8772",0.00208718233402123,0.017427124040974,0.0148255142253969,"Zfp36l1/Exosc8/Dis3/Exosc2/Dcp2/Exosc7/Exosc4/Dcp1a/Exosc1/Exosc5",10
"R-MMU-5357905","Regulation of TNFR1 signaling","16/2260","32/8772",0.00275077707404621,0.0227826456052053,0.0193815362602577,"Sppl2a/Birc3/Casp8/Tradd/Tnf/Ikbkb/Traf1/Tnfaip3/Ubc/Ikbkg/Xiap/Rnf31/Cyld/Usp2/Otud7b/Usp21",16
"R-MMU-69231","Cyclin D associated events in G1","18/2260","38/8772",0.00326552286687693,0.0266166030498619,0.0226431410151032,"Cks1b/Cdk6/Ccnd1/Rbl1/Tfdp1/Cdk4/Src/Ccnd3/Skp2/Ccnd2/Jak2/E2f2/Mnat1/Ccnh/Ubc/E2f1/E2f5/Cdkn1c",18
"R-MMU-69236","G1 Phase","18/2260","38/8772",0.00326552286687693,0.0266166030498619,0.0226431410151032,"Cks1b/Cdk6/Ccnd1/Rbl1/Tfdp1/Cdk4/Src/Ccnd3/Skp2/Ccnd2/Jak2/E2f2/Mnat1/Ccnh/Ubc/E2f1/E2f5/Cdkn1c",18
"R-MMU-5357786","TNFR1-induced proapoptotic signaling","8/2260","12/8772",0.00339698739498533,0.0270442329817825,0.0230069321732993,"Fadd/Tradd/Tnf/Tnfaip3/Cyld/Usp2/Otud7b/Usp21",8
"R-MMU-68884","Mitotic Telophase/Cytokinesis","8/2260","12/8772",0.00339698739498533,0.0270442329817825,0.0230069321732993,"Plk1/Kif20a/Smc3/Pds5b/Rad21/Kif23/Smc1a/Wapl",8
"R-MMU-75205","Dissolution of Fibrin Clot","8/2260","12/8772",0.00339698739498533,0.0270442329817825,0.0230069321732993,"Serpinb2/Serpinb8/Plaur/Plau/S100a10/Anxa2/Serpine2/Serpinf2",8
"R-MMU-76002","Platelet activation, signaling and aggregation","81/2260","241/8772",0.00361973555612706,0.0285959108934038,0.0243269677051454,"Igf1/F5/Vegfa/Pf4/Pdpn/Gngt2/Cd109/Pdgfb/F13a1/Endod1/Dagla/Arrb1/Gng2/Rhog/Tor4a/Gas6/Crk/Syk/Fermt3/Pcdh7/Stxbp2/Vegfb/Aldoa/P2ry12/Abcc4/Src/Ywhaz/Wdr1/Lamp2/Tuba4a/Pdgfa/Cd9/Gnai2/Pik3r6/Prkcd/Daglb/Pros1/Cd36/Actn1/Rac2/Gng11/Vcl/Dgkh/Fyn/Pla2g4a/Lhfpl2/Pik3r1/Vav3/Rhoa/Dgkz/Tex264/Tgfb1/Ptk2/Gnb2/Anxa5/Dgkd/Rap1b/Shc1/Gnb1/Lcp2/Vwf/Prkch/Plek/Mapk14/Pik3r3/Dgkq/Gna15/P2ry1/Pik3r5/Abhd12/Tmx3/Itpr2/Ola1/Stx4a/Serpinf2/Cdc37l1/Apbb1ip/Gnb4/Gnb5/Fam49b/Hgf",81
"R-MMU-196757","Metabolism of folate and pterines","10/2260","17/8772",0.00390483734046554,0.0306127324325047,0.0260427078552543,"Mthfd2/Shmt2/Dhfr/Aldh1l1/Shmt1/Mthfd2l/Slc19a1/Mthfd1/Aldh1l2/Folr2",10
"R-MMU-2468052","Establishment of Sister Chromatid Cohesion","7/2260","10/8772",0.00419787868020962,0.0324151985306412,0.0275760926361218,"Cdca5/Esco2/Smc3/Pds5b/Rad21/Smc1a/Wapl",7
"R-MMU-844456","The NLRP3 inflammasome","7/2260","10/8772",0.00419787868020962,0.0324151985306412,0.0275760926361218,"Mefv/Pstpip1/Panx1/Pycard/P2rx7/Txnip/Txn1",7
"R-MMU-75893","TNF signaling","19/2260","42/8772",0.00481230068034344,0.0368823343187516,0.0313763516471725,"Sppl2a/Birc3/Fadd/Casp8/Tradd/Tnf/Ikbkb/Traf1/Tnfaip3/Map3k7/Ubc/Ikbkg/Xiap/Rnf31/Cyld/Bag4/Usp2/Otud7b/Usp21",19
"R-MMU-1660516","Synthesis of PIPs at the early endosome membrane","9/2260","15/8772",0.00518046617051016,0.0391201379199554,0.0332800845319151,"Inpp4b/Inpp4a/Pikfyve/Mtmr2/Pik3c2a/Pi4k2b/Mtm1/Mtmr12/Mtmr4",9
"R-MMU-8956320","Nucleobase biosynthesis","9/2260","15/8772",0.00518046617051016,0.0391201379199554,0.0332800845319151,"Cad/Paics/Pfas/Ppat/Atic/Dhodh/Adsl/Adss/Gart",9
"R-MMU-73887","Death Receptor Signalling","45/2260","124/8772",0.0058650176766234,0.0439662274006732,0.0374027250987124,"Ect2/Fgd4/Arhgef39/Bcl2l11/Bex3/Rtn4/Sppl2a/Birc3/Fadd/Casp8/Tradd/Cflar/Tnf/Ikbkb/Bad/Traf1/Fgd2/Tnfaip3/Map3k7/Psen2/Itsn1/Vav3/Rhoa/Casp2/Nfkbia/Aph1a/Itgb3bp/Arhgef6/Ncstn/Ubc/Ikbkg/Arhgef12/Trio/Prkci/Xiap/Ripk2/Rnf31/Cyld/Bag4/Usp2/Otud7b/Tnfrsf10b/Usp21/Traf6/Arhgef1",45
